المؤشر - بناءً على الاسهم القابلة للتداول,التاريخ,إفتتاح,الأعلى,الأدنى,إقفال,الكمية المتداولة,اجمالي القيمة المتداولة (ر.س),عدد الصفقات
مؤشر السوق الرئيسية (تاسي),02-06-2019,8623.92,8677.73,8616.5,8633.33,129383862,3338759634.01,114154
مؤشر السوق الرئيسية (تاسي),02-07-2019,8633.33,8648.79,8609.26,8612.84,100881751,2900890121.63,97221
مؤشر السوق الرئيسية (تاسي),02-10-2019,8612.84,8633.77,8558.43,8573.21,91765043,2090949607.86,84546
مؤشر السوق الرئيسية (تاسي),02-11-2019,8573.21,8586.86,8531.39,8543.39,91720874,2261561123.54,87004
مؤشر السوق الرئيسية (تاسي),02-12-2019,8543.39,8600.32,8532.35,8600.32,120552542,2643826043.44,99114
مؤشر السوق الرئيسية (تاسي),02-13-2019,8600.32,8661.31,8600.9,8617.22,105811079,2667684940.34,96590
مؤشر السوق الرئيسية (تاسي),02-14-2019,8617.22,8630.01,8579.1,8626.28,96318074,2340151106.48,92255
مؤشر السوق الرئيسية (تاسي),02-17-2019,8626.28,8635.98,8589.03,8592.01,78480806,1882773364.09,77780
مؤشر السوق الرئيسية (تاسي),02-18-2019,8592.01,8607.45,8562.65,8569.83,122896757,2342145012.85,93481
مؤشر السوق الرئيسية (تاسي),02-19-2019,8569.83,8570.77,8506.26,8516.6,106985050,2346879938.95,93034
مؤشر السوق الرئيسية (تاسي),02-20-2019,8516.6,8567.24,8509.32,8567.24,76936690,1670426411.39,76003
مؤشر السوق الرئيسية (تاسي),02-21-2019,8567.24,8573.82,8512.72,8547.48,69851262,1712417937.88,71803
مؤشر السوق الرئيسية (تاسي),02-24-2019,8547.48,8556.25,8513.27,8513.27,93844647,1933026604.68,73592
مؤشر السوق الرئيسية (تاسي),02-25-2019,8513.27,8515.51,8410.34,8433.09,110749565,2199001796.67,88647
مؤشر السوق الرئيسية (تاسي),02-26-2019,8433.09,8456.95,8375.44,8456.22,82211427,1731276673.2,75245
مؤشر السوق الرئيسية (تاسي),02-27-2019,8456.22,8472.5,8389.99,8472.5,106925632,2151962518.89,85353
مؤشر السوق الرئيسية (تاسي),02-28-2019,8472.5,8502.42,8444.31,8492.7,117502156,2799161491.95,87549
مؤشر السوق الرئيسية (تاسي),03-03-2019,8492.7,8554.72,8497.18,8534.27,114284794,2541396982.51,89197
مؤشر السوق الرئيسية (تاسي),03-04-2019,8534.27,8565.42,8517.21,8565.42,116327898,2655457058.11,91961
مؤشر السوق الرئيسية (تاسي),03-05-2019,8565.42,8567.16,8539.4,8561.37,120901435,2682639017.73,93512
مؤشر السوق الرئيسية (تاسي),03-06-2019,8561.37,8560.38,8516,8534.16,99948149,2124593001.52,87881
مؤشر السوق الرئيسية (تاسي),03-07-2019,8534.16,8524.55,8437.93,8479.16,124780571,2573319644.72,98269
مؤشر السوق الرئيسية (تاسي),03-10-2019,8479.16,8515.25,8461.33,8465.75,133567049,2618272790.7,105870
مؤشر السوق الرئيسية (تاسي),03-11-2019,8465.75,8466.86,8410.81,8426.29,113110872,2300129193.49,110077
مؤشر السوق الرئيسية (تاسي),03-12-2019,8426.29,8446.07,8412.16,8446.07,117449261,2687937589.19,100395
مؤشر السوق الرئيسية (تاسي),03-13-2019,8446.07,8526.68,8456.93,8526.68,139217843,3254367683.71,112842
مؤشر السوق الرئيسية (تاسي),03-14-2019,8526.68,8585.7,8536.94,8582.88,189823239,4803988726.22,137418
مؤشر السوق الرئيسية (تاسي),03-17-2019,8582.88,8606.45,8553.37,8563.44,138301875,3036787785.06,94447
مؤشر السوق الرئيسية (تاسي),03-18-2019,8563.44,8653.16,8539.12,8653.16,155644470,3679792622.83,117912
مؤشر السوق الرئيسية (تاسي),03-19-2019,8653.16,8666.54,8630.13,8658.95,167345102,3723847708.41,134452
مؤشر السوق الرئيسية (تاسي),03-20-2019,8658.95,8655.16,8614.32,8640.52,154308669,3034215167.93,120011
مؤشر السوق الرئيسية (تاسي),03-21-2019,8640.52,8714.13,8635.17,8708.66,119055668,2768784837.83,106459
مؤشر السوق الرئيسية (تاسي),03-24-2019,8708.66,8686.15,8643.66,8647.17,116560713,2468376521.58,97433
مؤشر السوق الرئيسية (تاسي),03-25-2019,8647.17,8668.81,8591.03,8666.69,118554410,2763429471.46,106835
مؤشر السوق الرئيسية (تاسي),03-26-2019,8666.69,8685.35,8647.96,8678.88,138976922,3031715807.19,105162
مؤشر السوق الرئيسية (تاسي),03-27-2019,8678.88,8766.33,8667.87,8766.33,124270861,3069426969.33,105980
مؤشر السوق الرئيسية (تاسي),03-28-2019,8766.33,8826.65,8749.24,8788.84,127676742,3311575909.27,110614
مؤشر السوق الرئيسية (تاسي),03-31-2019,8788.84,8826.71,8782.24,8819.44,110345988,2611104067.85,92818
مؤشر السوق الرئيسية (تاسي),04-01-2019,8819.44,8896.55,8816.91,8896.55,115464269,3072338229.35,101026
مؤشر السوق الرئيسية (تاسي),04-02-2019,8896.55,8934.69,8865.25,8934.69,130105568,3356314472.01,109577
مؤشر السوق الرئيسية (تاسي),04-03-2019,8934.69,8989.67,8934.99,8985.48,183194676,4048441397.37,128270
مؤشر السوق الرئيسية (تاسي),04-04-2019,8985.48,9065.69,8936.21,9063.88,144294619,3663799645.74,122763
مؤشر السوق الرئيسية (تاسي),04-07-2019,9063.88,9100.83,8988.42,9011.11,123610612,2949416325.41,99267
مؤشر السوق الرئيسية (تاسي),04-08-2019,9011.11,9037.97,8944.45,9037.97,118221411,3024041018.95,111391
مؤشر السوق الرئيسية (تاسي),04-09-2019,9037.97,9054.45,9022.69,9047.58,116015762,2988720589.01,105776
مؤشر السوق الرئيسية (تاسي),04-10-2019,9047.58,9077.2,9020.38,9077.2,122293452,3059427542.3,117171
مؤشر السوق الرئيسية (تاسي),04-11-2019,9077.2,9099.81,9064.85,9087.97,134954146,3511482585.06,114246
مؤشر السوق الرئيسية (تاسي),04-14-2019,9087.97,9083.27,9042.65,9055.34,103651340,2497672220.03,91596
مؤشر السوق الرئيسية (تاسي),04-15-2019,9055.34,9092.96,9051.27,9088.13,127458925,3101926137.61,112553
مؤشر السوق الرئيسية (تاسي),04-16-2019,9088.13,9141.67,9082.87,9139.55,138950710,3459183933.72,111987
مؤشر السوق الرئيسية (تاسي),04-17-2019,9139.55,9238.05,9133.27,9238.05,173305274,4796935507.03,127921
مؤشر السوق الرئيسية (تاسي),04-18-2019,9238.05,9245.63,9177.63,9196.53,110249206,2872517073.35,97021
مؤشر السوق الرئيسية (تاسي),04-21-2019,9196.53,9241.18,9182.54,9239.67,125388528,2877729318.44,91021
مؤشر السوق الرئيسية (تاسي),04-22-2019,9239.67,9258.77,9186.09,9195.02,163177045,3575770792.97,113541
مؤشر السوق الرئيسية (تاسي),04-23-2019,9195.02,9252.79,9195.97,9227.93,127055010,3417565773.88,108079
مؤشر السوق الرئيسية (تاسي),04-24-2019,9227.93,9255.1,9204.16,9237.77,125051935,3566503665.63,106098
مؤشر السوق الرئيسية (تاسي),04-25-2019,9237.77,9275.69,9198.33,9275.54,181838168,4998383623.6,109467
مؤشر السوق الرئيسية (تاسي),04-28-2019,9275.54,9304.71,9249.44,9265.79,94662544,2497342146.77,88165
مؤشر السوق الرئيسية (تاسي),04-29-2019,9265.79,9288.75,9230.36,9276.5,114509540,2907572689.2,104650
مؤشر السوق الرئيسية (تاسي),04-30-2019,9276.5,9364.83,9279.88,9304.2,224922358,6994141363.02,140319
مؤشر السوق الرئيسية (تاسي),05-01-2019,9304.2,9361.96,9270.51,9361.96,146806103,3118601462.98,115768
مؤشر السوق الرئيسية (تاسي),05-02-2019,9361.96,9403.05,9329.82,9336.9,143038571,3386882576.55,120344
مؤشر السوق الرئيسية (تاسي),05-05-2019,9336.9,9327.25,9142.09,9178.96,126439027,3201951040.74,107908
مؤشر السوق الرئيسية (تاسي),05-06-2019,9178.96,9141.63,8866.78,9043.22,151633552,4117650623.78,121508
مؤشر السوق الرئيسية (تاسي),05-07-2019,9043.22,9082.73,8944.39,8968.86,111267788,3470310598.69,105461
مؤشر السوق الرئيسية (تاسي),05-08-2019,8968.86,8967.62,8860.51,8899.8,104187969,3344303618.19,103485
مؤشر السوق الرئيسية (تاسي),05-09-2019,8899.8,8936.12,8801.8,8856.94,121567015,3772521266.82,104930
مؤشر السوق الرئيسية (تاسي),05-12-2019,8856.94,8855.53,8647.13,8674.66,114252345,2739401621.43,91955
مؤشر السوق الرئيسية (تاسي),05-13-2019,8674.66,8629.93,8366.64,8366.64,188431095,5341281993.78,122240
مؤشر السوق الرئيسية (تاسي),05-14-2019,8366.64,8545.35,8189.98,8374.27,213478314,6417343380.94,155698
مؤشر السوق الرئيسية (تاسي),05-15-2019,8374.27,8621.39,8457.76,8480.7,182535167,5717267510.8,119631
مؤشر السوق الرئيسية (تاسي),05-16-2019,8480.7,8621.85,8506.42,8621.85,141424404,4486834392.32,109907
مؤشر السوق الرئيسية (تاسي),05-19-2019,8621.85,8694.12,8511.81,8525.22,101033062,2674727924.83,90117
مؤشر السوق الرئيسية (تاسي),05-20-2019,8525.22,8531.37,8374.81,8468.93,125769728,3998092209.62,101074
مؤشر السوق الرئيسية (تاسي),05-21-2019,8468.93,8609.35,8480.58,8609.35,119154203,2916067388.19,88169
مؤشر السوق الرئيسية (تاسي),05-22-2019,8609.35,8718.27,8624.03,8656.17,164074483,4481632625.17,104637
مؤشر السوق الرئيسية (تاسي),05-23-2019,8656.17,8662.96,8494.43,8531.16,152502497,5424246287.63,102478
مؤشر السوق الرئيسية (تاسي),05-26-2019,8531.16,8539.26,8270.05,8360.19,109730860,2971696678.65,96916
مؤشر السوق الرئيسية (تاسي),05-27-2019,8360.19,8419.55,8215.29,8381.97,119563199,3691021563.22,110676
مؤشر السوق الرئيسية (تاسي),05-28-2019,8381.97,8550.9,8316.25,8550.9,763994487,28758077882.63,216748
مؤشر السوق الرئيسية (تاسي),05-29-2019,8550.9,8510.36,8366.95,8413.88,118852690,3213033301.99,98861
مؤشر السوق الرئيسية (تاسي),05-30-2019,8413.88,8516.48,8391.44,8516.48,98331456,2724117190.11,90763
مؤشر السوق الرئيسية (تاسي),06-09-2019,8516.48,8699.22,8549.37,8699.22,99518322,2495620175.05,84253
مؤشر السوق الرئيسية (تاسي),06-10-2019,8699.22,8866.1,8702.34,8849.21,174174116,5067763069.75,133670
مؤشر السوق الرئيسية (تاسي),06-11-2019,8849.21,8989.72,8821.72,8989.72,181380794,5231822462.49,145769
مؤشر السوق الرئيسية (تاسي),06-12-2019,8989.72,9084.75,8948.65,9084.75,181352666,4691133199.82,143441
مؤشر السوق الرئيسية (تاسي),06-13-2019,9084.75,9047.43,8939.72,8941.54,184181965,4449795105.42,131691
مؤشر السوق الرئيسية (تاسي),06-16-2019,8941.54,8978.27,8864.59,8886.84,131093303,3005742970.65,88126
مؤشر السوق الرئيسية (تاسي),06-17-2019,8886.84,9001.87,8894.56,8975.63,219062860,5557438693.18,128814
مؤشر السوق الرئيسية (تاسي),06-18-2019,8975.63,9018.71,8924.7,9000.43,203342842,5341618051.86,125905
مؤشر السوق الرئيسية (تاسي),06-19-2019,9000.43,9036.54,8936.26,8936.26,220110005,6591902542.26,119636
مؤشر السوق الرئيسية (تاسي),06-20-2019,8936.26,8953.39,8812.21,8869.7,312284319,10495155295.77,159576
مؤشر السوق الرئيسية (تاسي),06-23-2019,8869.7,8884.35,8734.91,8739.16,113377314,2748261961.27,84590
مؤشر السوق الرئيسية (تاسي),06-24-2019,8739.16,8748.91,8495.8,8598.97,139575271,4437519051.2,116123
مؤشر السوق الرئيسية (تاسي),06-25-2019,8598.97,8649.88,8532.5,8649.88,152787160,4564504816.32,97026
مؤشر السوق الرئيسية (تاسي),06-26-2019,8649.88,8719.61,8661.17,8687.08,180371548,4879960291.23,111532
مؤشر السوق الرئيسية (تاسي),06-27-2019,8687.08,8811.76,8703.64,8796.61,102737810,2728812904.66,98407
مؤشر السوق الرئيسية (تاسي),06-30-2019,8796.61,8889,8813.78,8821.76,103523892,2509266396.29,89402
مؤشر السوق الرئيسية (تاسي),07-01-2019,8821.76,8852.69,8808.62,8852.69,102834512,2477212655.49,94021
مؤشر السوق الرئيسية (تاسي),07-02-2019,8852.69,8861.88,8811.18,8834.26,118303431,2635697033.45,104927
مؤشر السوق الرئيسية (تاسي),07-03-2019,8834.26,8854.76,8807.34,8853.47,83812776,1996619240.24,83056
مؤشر السوق الرئيسية (تاسي),07-04-2019,8853.47,8880.73,8834.87,8846.53,87177712,2192323043.29,81096
مؤشر السوق الرئيسية (تاسي),07-07-2019,8846.53,8855.87,8804.89,8811.11,87736772,1839912506.23,74634
مؤشر السوق الرئيسية (تاسي),07-08-2019,8811.11,8827.01,8767.16,8827.01,118398813,2582773299.32,92887
مؤشر السوق الرئيسية (تاسي),07-09-2019,8827.01,8854.49,8823.93,8854.49,133543969,2875739242.78,102527
مؤشر السوق الرئيسية (تاسي),07-10-2019,8854.49,8906.26,8850.94,8905.57,124269720,2948813902.32,98557
مؤشر السوق الرئيسية (تاسي),07-11-2019,8905.57,8970,8903.89,8968.23,139452532,3915635808.15,108337
مؤشر السوق الرئيسية (تاسي),07-14-2019,8968.23,9050.56,8974.5,9015.16,128415696,3061231213.84,99287
مؤشر السوق الرئيسية (تاسي),07-15-2019,9015.16,9048.27,8969.85,9044.21,118430944,3182734561.39,97688
مؤشر السوق الرئيسية (تاسي),07-16-2019,9044.21,9090.4,9035.76,9073.01,130851346,3651318129.14,102031
مؤشر السوق الرئيسية (تاسي),07-17-2019,9073.01,9089.43,9053.83,9075.55,126665936,3745122726.03,103366
مؤشر السوق الرئيسية (تاسي),07-18-2019,9075.55,9070.14,9033.83,9033.83,132933927,3558389441.36,107936
مؤشر السوق الرئيسية (تاسي),07-21-2019,9033.83,8986.71,8907.85,8957.8,111257559,2709541320.36,100581
مؤشر السوق الرئيسية (تاسي),07-22-2019,8957.8,8985.85,8907.46,8907.46,98601470,2577053396.73,90838
مؤشر السوق الرئيسية (تاسي),07-23-2019,8907.46,8921.18,8796.06,8796.06,90881162,2470538548,92978
مؤشر السوق الرئيسية (تاسي),07-24-2019,8796.06,8838.15,8763.56,8785.74,92811679,2558628614.79,82751
مؤشر السوق الرئيسية (تاسي),07-25-2019,8785.74,8819,8731.72,8819,132585224,4005856425.9,99247
مؤشر السوق الرئيسية (تاسي),07-28-2019,8819,8859.32,8755.79,8859.32,78827476,1993929370.72,77760
مؤشر السوق الرئيسية (تاسي),07-29-2019,8859.32,8843.62,8714.27,8729.12,121249071,3011260073.58,145264
مؤشر السوق الرئيسية (تاسي),07-30-2019,8729.12,8771.75,8704.17,8740.93,107635645,2554333250.77,104631
مؤشر السوق الرئيسية (تاسي),07-31-2019,8740.93,8771.11,8723.75,8732.62,93609982,2611649160.18,118041
مؤشر السوق الرئيسية (تاسي),08-01-2019,8732.62,8719.61,8631.7,8666.39,90025368,2651012303.67,130134
مؤشر السوق الرئيسية (تاسي),08-04-2019,8666.39,8621.36,8514.74,8557.09,93086555,2542360314.29,98402
مؤشر السوق الرئيسية (تاسي),08-05-2019,8557.09,8560.03,8441.27,8465.25,113571237,3338433429.96,154352
مؤشر السوق الرئيسية (تاسي),08-06-2019,8465.25,8412.13,8320.49,8394.07,115877585,2945873458.26,135773
مؤشر السوق الرئيسية (تاسي),08-07-2019,8394.07,8517.28,8412.94,8482.95,107838873,3041959944.46,100735
مؤشر السوق الرئيسية (تاسي),08-08-2019,8482.95,8554.44,8448.84,8550.23,120737150,3307006487.45,100575
مؤشر السوق الرئيسية (تاسي),08-18-2019,8550.23,8571.63,8505.39,8527.41,86638474,1993667761.09,84313
مؤشر السوق الرئيسية (تاسي),08-19-2019,8527.41,8625.18,8544.74,8565.79,108376356,3437661529.41,178889
مؤشر السوق الرئيسية (تاسي),08-20-2019,8565.79,8627.47,8574.35,8589.75,108726894,2906386139.08,111274
مؤشر السوق الرئيسية (تاسي),08-21-2019,8589.75,8596.92,8508.93,8508.93,102305628,2573793610.76,102550
مؤشر السوق الرئيسية (تاسي),08-22-2019,8508.93,8530.4,8371.29,8445.66,190570256,6794947201.39,113995
مؤشر السوق الرئيسية (تاسي),08-25-2019,8445.66,8410.6,8233.49,8241.67,97040592,2429566224.03,94749
مؤشر السوق الرئيسية (تاسي),08-26-2019,8241.67,8264.81,8143.4,8257.86,126702647,3447956490.4,126831
مؤشر السوق الرئيسية (تاسي),08-27-2019,8257.86,8320.96,8086.91,8285.54,785406677,28621697718.54,332147
مؤشر السوق الرئيسية (تاسي),08-28-2019,8285.54,8268.78,8149.13,8171.17,161075014,4642226513.79,127953
مؤشر السوق الرئيسية (تاسي),08-29-2019,8171.17,8193.19,8013.69,8019.77,142625431,4045591517.38,126051
مؤشر السوق الرئيسية (تاسي),09-01-2019,8019.77,8032.77,7893.45,7912.3,86525691,2414600812.18,85166
مؤشر السوق الرئيسية (تاسي),09-02-2019,7912.3,7972.98,7857.96,7971.14,112646945,3212449340.48,108209
مؤشر السوق الرئيسية (تاسي),09-03-2019,7971.14,8000.72,7924.18,7924.18,111711350,2900032476.46,117001
مؤشر السوق الرئيسية (تاسي),09-04-2019,7924.18,8058.39,7929.17,8058.39,127916930,3362874387.4,121402
مؤشر السوق الرئيسية (تاسي),09-05-2019,8058.39,8122.08,8010.35,8054.75,137628589,3595753428.35,126804
مؤشر السوق الرئيسية (تاسي),09-08-2019,8054.75,8099.63,8040.52,8050.88,96043046,2160804275.77,91696
مؤشر السوق الرئيسية (تاسي),09-09-2019,8050.88,8055.24,7999.18,8055.24,106301344,2752247117.27,105600
مؤشر السوق الرئيسية (تاسي),09-10-2019,8055.24,8049.93,7939.27,7965.13,122170463,2982371417.23,117332
مؤشر السوق الرئيسية (تاسي),09-11-2019,7965.13,7953.49,7767.37,7855.3,124454840,3301153834.11,135547
مؤشر السوق الرئيسية (تاسي),09-12-2019,7855.3,7873.7,7803.63,7831.8,99443276,2570870610.44,104000
مؤشر السوق الرئيسية (تاسي),09-15-2019,7831.8,7770.92,7589.5,7749.46,108545755,2692803125.35,94283
مؤشر السوق الرئيسية (تاسي),09-16-2019,7749.46,7835.22,7720.15,7827.17,121714512,3280753674.37,130061
مؤشر السوق الرئيسية (تاسي),09-17-2019,7827.17,7834.09,7713.89,7770.55,109077291,2960183246.3,109085
مؤشر السوق الرئيسية (تاسي),09-18-2019,7770.55,7835.06,7783.55,7821.23,103643330,2647930610.84,102971
مؤشر السوق الرئيسية (تاسي),09-19-2019,7821.23,7926.82,7769.18,7926.82,265369473,8506724509.19,145620
مؤشر السوق الرئيسية (تاسي),09-22-2019,7926.82,7959.52,7884.04,7954.14,78136637,1672010465.78,72285
مؤشر السوق الرئيسية (تاسي),09-24-2019,7954.14,8073.25,7948.93,8069.55,111189654,2617312391.11,137537
مؤشر السوق الرئيسية (تاسي),09-25-2019,8069.55,8073.26,7994.92,8030.29,130391880,2999282865.45,122884
مؤشر السوق الرئيسية (تاسي),09-26-2019,8030.29,8060.03,8010.28,8028.19,100070119,2551100259.69,96731
مؤشر السوق الرئيسية (تاسي),09-29-2019,8028.19,8068.73,8022.98,8055.26,87185452,2028239801.36,80928
مؤشر السوق الرئيسية (تاسي),09-30-2019,8055.26,8111.61,8059.91,8091.76,137987990,3547997544.48,113304
مؤشر السوق الرئيسية (تاسي),10-01-2019,8091.76,8128.37,8052.71,8052.71,126033844,2994141363.37,128274
مؤشر السوق الرئيسية (تاسي),10-02-2019,8052.71,8056.33,7964.95,7984.43,120968886,3140631208.47,112731
مؤشر السوق الرئيسية (تاسي),10-03-2019,7984.43,7957.37,7903.09,7921.15,117573442,3204575936.72,122702
مؤشر السوق الرئيسية (تاسي),10-06-2019,7921.15,7985.77,7941.12,7962.77,106421108,2634250494.38,109314
مؤشر السوق الرئيسية (تاسي),10-07-2019,7962.77,7973.32,7878.23,7878.23,109395073,2859287596.15,98700
مؤشر السوق الرئيسية (تاسي),10-08-2019,7878.23,7884.58,7771.34,7832.93,111637160,2766727819.52,114713
مؤشر السوق الرئيسية (تاسي),10-09-2019,7832.93,7833.03,7715.89,7715.89,95291047,2401772351.66,122623
مؤشر السوق الرئيسية (تاسي),10-10-2019,7715.89,7727.04,7634.78,7695.48,92173975,2240219292.22,123948
مؤشر السوق الرئيسية (تاسي),10-13-2019,7695.48,7763.44,7631.02,7631.02,76442484,1913166123.6,73577
مؤشر السوق الرئيسية (تاسي),10-14-2019,7631.02,7645.81,7578.05,7599.06,138535073,3769634279.9,99024
مؤشر السوق الرئيسية (تاسي),10-15-2019,7599.06,7604.54,7481.53,7481.53,94339318,2191571787.25,115473
مؤشر السوق الرئيسية (تاسي),10-16-2019,7481.53,7524.85,7396.6,7518.37,108260358,2703490836.38,112134
مؤشر السوق الرئيسية (تاسي),10-17-2019,7518.37,7635.82,7493.51,7635.82,106573664,2602270252.14,135206
مؤشر السوق الرئيسية (تاسي),10-20-2019,7635.82,7812.39,7708.91,7784.94,136894719,3004594272.9,104532
مؤشر السوق الرئيسية (تاسي),10-21-2019,7784.94,7796.25,7693.26,7764.09,109975985,2461298823.51,95830
مؤشر السوق الرئيسية (تاسي),10-22-2019,7764.09,7877.62,7766.81,7872.74,138439597,3211526343.81,117610
مؤشر السوق الرئيسية (تاسي),10-23-2019,7872.74,7892.63,7824.51,7887.36,118255904,2575605534.7,109275
مؤشر السوق الرئيسية (تاسي),10-24-2019,7887.36,7913.28,7858.45,7913.28,101999923,2376538510.34,107145
مؤشر السوق الرئيسية (تاسي),10-27-2019,7913.28,7924.14,7879.14,7891.73,88042481,1886721258.24,81638
مؤشر السوق الرئيسية (تاسي),10-28-2019,7891.73,7893.14,7779.95,7784.71,107013280,2386401423.17,112724
مؤشر السوق الرئيسية (تاسي),10-29-2019,7784.71,7786.66,7652.91,7693.61,134322875,3325286983.92,146386
مؤشر السوق الرئيسية (تاسي),10-30-2019,7693.61,7792.76,7659.01,7792.76,106852174,2988001256.9,97824
مؤشر السوق الرئيسية (تاسي),10-31-2019,7792.76,7777.37,7719.04,7744.08,83793561,2023611415.34,95246
مؤشر السوق الرئيسية (تاسي),11-03-2019,7744.08,7691.94,7558.08,7590.33,88784965,2108436980.26,92594
مؤشر السوق الرئيسية (تاسي),11-04-2019,7590.33,7653.21,7559.16,7653.21,94029004,2241995463.97,98070
مؤشر السوق الرئيسية (تاسي),11-05-2019,7653.21,7782.28,7642.52,7782.28,111513076,2831709772.97,118658
مؤشر السوق الرئيسية (تاسي),11-06-2019,7782.28,7793.88,7737.81,7749.26,87914208,2041494457.96,100827
مؤشر السوق الرئيسية (تاسي),11-07-2019,7749.26,7844.7,7739.75,7798.25,120875245,2771809804.14,106544
مؤشر السوق الرئيسية (تاسي),11-10-2019,7798.25,7904.07,7819.72,7874.58,112723078,2610008631.33,97043
مؤشر السوق الرئيسية (تاسي),11-11-2019,7874.58,7922.41,7878.76,7922.41,106996284,2722976823.86,108773
مؤشر السوق الرئيسية (تاسي),11-12-2019,7922.41,7990.68,7909.86,7981.31,116342229,3007782725.76,127564
مؤشر السوق الرئيسية (تاسي),11-13-2019,7981.31,8020.88,7907.46,7932.52,127100415,3126298249.24,129293
مؤشر السوق الرئيسية (تاسي),11-14-2019,7932.52,7988.02,7908.04,7924.19,155370680,4033544063.68,105641
مؤشر السوق الرئيسية (تاسي),11-17-2019,7924.19,7952.64,7871.28,7927.95,81198416,1869692408.77,89665
مؤشر السوق الرئيسية (تاسي),11-18-2019,7927.95,8000.33,7933.83,8000.33,113935429,2680899713.45,112655
مؤشر السوق الرئيسية (تاسي),11-19-2019,8000.33,8045.32,7993.01,8045.32,123633090,3073781189,127675
مؤشر السوق الرئيسية (تاسي),11-20-2019,8045.32,8054.49,8018.21,8054.06,109171359,2752334181.43,113479
مؤشر السوق الرئيسية (تاسي),11-21-2019,8054.06,8062.61,8030.91,8062.61,183344038,4956234029.13,113560
مؤشر السوق الرئيسية (تاسي),11-24-2019,8062.61,8084.89,7999.57,7999.57,86377033,2082896024.57,92771
مؤشر السوق الرئيسية (تاسي),11-25-2019,7999.57,8026.62,7944.93,8013.69,109133038,2906003642.81,119864
مؤشر السوق الرئيسية (تاسي),11-26-2019,8013.69,8024.69,7877.83,7877.83,191294100,5735762371.2,117787
مؤشر السوق الرئيسية (تاسي),11-27-2019,7877.83,7927.6,7825.72,7853.08,88156743,2250199885.51,104619
مؤشر السوق الرئيسية (تاسي),11-28-2019,7853.08,7889.1,7823.28,7859.06,82694925,2089438787.71,96193
مؤشر السوق الرئيسية (تاسي),12-01-2019,7859.06,7910.63,7859.16,7901.93,64740962,1636439146.34,74553
مؤشر السوق الرئيسية (تاسي),12-02-2019,7901.93,7916.51,7827.66,7833.38,81750134,2165159033.65,98865
مؤشر السوق الرئيسية (تاسي),12-03-2019,7833.38,7888.41,7831.18,7883.03,102919022,2551763829.3,123691
مؤشر السوق الرئيسية (تاسي),12-04-2019,7883.03,7885.72,7808.54,7871.2,101557554,2294999455.9,111202
مؤشر السوق الرئيسية (تاسي),12-05-2019,7871.2,7924.94,7845.77,7905.51,90332041,2055297977.01,111358
مؤشر السوق الرئيسية (تاسي),12-08-2019,7905.51,8114.2,7907.58,8098.74,129123067,3130530564.05,112604
مؤشر السوق الرئيسية (تاسي),12-09-2019,8098.74,8209.32,8112.32,8120.01,162671304,3993993988.9,138733
مؤشر السوق الرئيسية (تاسي),12-10-2019,8120.01,8132.86,8066.42,8066.42,110246969,2586304539.99,115825
مؤشر السوق الرئيسية (تاسي),12-11-2019,8066.42,8167.94,8078.78,8133.72,180578806,4032441910.08,154739
مؤشر السوق الرئيسية (تاسي),12-12-2019,8133.72,8161.05,8005.77,8005.77,541462268,18475005175.91,270955
مؤشر السوق الرئيسية (تاسي),12-15-2019,8005.77,8100.4,8023.6,8049.5,203814450,5702988752.71,176971
مؤشر السوق الرئيسية (تاسي),12-16-2019,8049.5,8211.73,8056.76,8138.99,239305452,6886515901.13,198159
مؤشر السوق الرئيسية (تاسي),12-17-2019,8138.99,8197.39,8130.05,8197.39,284006175,8418505655.04,199808
مؤشر السوق الرئيسية (تاسي),12-18-2019,8197.39,8267.72,8169.96,8253.43,243658230,6563749745.3,198255
مؤشر السوق الرئيسية (تاسي),12-19-2019,8253.43,8307.85,8223.73,8291.39,297596240,7999654515.2,208408
مؤشر السوق الرئيسية (تاسي),12-22-2019,8291.39,8300.73,8272.77,8300.73,172281019,4026162751.19,169077
مؤشر السوق الرئيسية (تاسي),12-23-2019,8300.73,8416.39,8303.94,8416.39,217818062,5258727849.96,191611
مؤشر السوق الرئيسية (تاسي),12-24-2019,8416.39,8439.75,8389.19,8419.84,222618327,4965935336.77,193992
مؤشر السوق الرئيسية (تاسي),12-25-2019,8419.84,8424,8333.28,8342.79,201482907,4143457114.47,180753
مؤشر السوق الرئيسية (تاسي),12-26-2019,8342.79,8370.23,8316.75,8353.14,154303604,3489557463.81,162155
مؤشر السوق الرئيسية (تاسي),12-29-2019,8353.14,8423.37,8358.33,8411.94,192470360,4349687377.17,183847
مؤشر السوق الرئيسية (تاسي),12-30-2019,8411.94,8419.75,8345.01,8345.01,180477824,4263085693.45,196425
مؤشر السوق الرئيسية (تاسي),12-31-2019,8345.01,8389.23,8323.89,8389.23,159382252,4002899901.57,167815
مؤشر السوق الرئيسية (تاسي),01-01-2020,8389.23,8389.86,8354.95,8358.85,146630111,3232351921.11,146914
مؤشر السوق الرئيسية (تاسي),01-02-2020,8358.85,8397.01,8368.21,8397.01,151204783,3470961342.93,157336
مؤشر السوق الرئيسية (تاسي),01-05-2020,8397.01,8305.33,8189.95,8193.72,181085536,4233572750.27,185485
مؤشر السوق الرئيسية (تاسي),01-06-2020,8193.72,8210.81,8123.91,8206.13,168499100,4072469509.58,187194
