المؤشر - بناءً على الاسهم القابلة للتداول,التاريخ,إفتتاح,الأعلى,الأدنى,إقفال,الكمية المتداولة,اجمالي القيمة المتداولة (ر.س),عدد الصفقات
مؤشر السوق الرئيسية (تاسي),03-30-2017,6948.96,7009.61,6948.96,7001.63,185186296,3480225112.25,93214
مؤشر السوق الرئيسية (تاسي),04-02-2017,7001.63,7029.43,6978.38,6990.43,164743610,2961818480.2,87407
مؤشر السوق الرئيسية (تاسي),04-03-2017,6990.43,6995.71,6961.67,6967.98,139194987,2681338445.95,80155
مؤشر السوق الرئيسية (تاسي),04-04-2017,6967.98,6988.5,6943.11,6986.19,117977093,2569927722.95,75385
مؤشر السوق الرئيسية (تاسي),04-05-2017,6986.19,7072.88,6982.95,7050.91,160474995,3634852578.6,88732
مؤشر السوق الرئيسية (تاسي),04-06-2017,7050.91,7092.14,7046.21,7075.57,158840140,3292024908.65,86416
مؤشر السوق الرئيسية (تاسي),04-09-2017,7075.57,7094.47,7050.7,7058.58,138816339,2828752627.5,91909
مؤشر السوق الرئيسية (تاسي),04-10-2017,7058.58,7072.91,7042.15,7062.17,133496473,2813623688.3,84923
مؤشر السوق الرئيسية (تاسي),04-11-2017,7062.17,7078.09,7032.89,7036.36,119742140,2575844439.85,80632
مؤشر السوق الرئيسية (تاسي),04-12-2017,7036.36,7102.38,7026.54,7099.13,184418488,3615925743.1,89664
مؤشر السوق الرئيسية (تاسي),04-13-2017,7099.13,7106.59,7067.76,7076.92,176438857,3261940480.8,95341
مؤشر السوق الرئيسية (تاسي),04-16-2017,7076.92,7076.92,6967.97,7005.4,194024850,3373110974.1,92116
مؤشر السوق الرئيسية (تاسي),04-17-2017,7005.4,7022.03,6993.13,7011.73,201289661,2980982781.5,83968
مؤشر السوق الرئيسية (تاسي),04-18-2017,7011.73,7022.44,6937.38,6942.38,201550098,3253199149.9,89333
مؤشر السوق الرئيسية (تاسي),04-19-2017,6942.38,6953.49,6916.02,6948.06,154123293,2613534598.65,73773
مؤشر السوق الرئيسية (تاسي),04-20-2017,6948.06,6948.07,6886.39,6899,196140915,3145515320.35,85537
